id	timestamp	hypothesis	change	result	decision	evidence
repository-structure-phase-193-final-630	2026-09-03T14:22:41.1143599+09:00	HTTP connector method tests should be organized by read request/response behavior versus explicit write-method policy	Moved all seven HTTP connector method scenarios into two focused suites without changing production code or test bodies	PASS	KEEP	Focused HTTP methods tests 7/7; read-responses.test.ts 115/120, write-methods.test.ts 77/90; Core typecheck/tests/evaluation, document-engine 39/39, Desktop typecheck/build, architecture, and diff check PASS.
repository-structure-phase-194-baseline-631	2026-09-03T14:25:35.7824812+09:00	Execution observability tests should be organized by approval/queue behavior versus progress/observer isolation	Measured execution-observability.test.ts at 182 lines, confirmed focused observability modules were absent, and ran the frozen full evaluator before implementation	PASS	BASELINE	Existing execution observability suite 4/4; Core typecheck/tests/evaluation, document-engine 39/39, Desktop typecheck/build, architecture check, and git diff --check PASS.
repository-structure-phase-194-focused-632	2026-09-03T14:26:58.8083757+09:00	Execution observability scenarios should execute unchanged after moving into focused modules	Moved approval/queue and progress/observer scenarios into focused suites	PASS	KEEP	Focused execution observability suites passed 4/4; approval-queue.test.ts 87/105, progress-observers.test.ts 97/115; mixed original suite absent.
repository-structure-phase-194-final-633	2026-09-03T14:28:12.0227302+09:00	Execution observability tests should be organized by approval/queue behavior versus progress/observer isolation	Moved all four execution observability scenarios into two focused suites without changing production code or test bodies	PASS	KEEP	Focused execution observability tests 4/4; approval-queue.test.ts 87/105, progress-observers.test.ts 97/115; Core typecheck/tests/evaluation, document-engine 39/39, Desktop typecheck/build, architecture, and diff check PASS.
repository-structure-phase-189-baseline-616	2026-09-03T13:56:11.5450710+09:00	Discovery repository tests should be organized by session persistence/schema validation versus example/replay JSON validation	Measured discovery-repository.test.ts at 195 lines, confirmed focused discovery repository modules were absent, and ran the frozen full evaluator before implementation	PASS	BASELINE	Existing discovery repository suite 6/6; Core typecheck/tests/evaluation, document-engine 39/39, Desktop typecheck/build, architecture check, and git diff --check PASS.
repository-structure-phase-178-baseline-581	2026-09-03T12:49:14.0284604+09:00	Trigger-engine polling tests should be organized by initialization/cursor recovery, execution/checkpoint behavior, and filtering/inactive-work eligibility	Measured trigger-engine.test.ts at 273 lines, confirmed focused polling modules and shared Gmail fixture were absent, and ran the frozen full evaluator before implementation	PASS	BASELINE	Existing polling suite 8/8; Core typecheck/tests/evaluation, document-engine 39/39, Desktop typecheck/build, architecture check, and git diff --check PASS.
repository-structure-phase-195-baseline-634	2026-09-03T14:35:03.7043971+09:00	Scheduled scheduler tests should be organized by retry/persisted state behavior versus execution exception and tick recovery	Measured scheduled.test.ts at 182 lines, confirmed focused scheduled modules were absent, and ran the frozen full evaluator before implementation	PASS	BASELINE	Existing scheduled scheduler suite 5/5; Core typecheck/tests/evaluation, document-engine 39/39, Desktop typecheck/build, architecture check, and git diff --check PASS.
repository-structure-phase-195-focused-import-635	2026-09-03T14:37:07.1773661+09:00	Focused scheduled scheduler scenarios should load after the test split	Added retry-state and failure-recovery suites with copied scenario bodies and ran the focused evaluator	FAIL	CRASH	Both focused suites failed before test collection because the moved Scheduler import used ../scheduler.js instead of the required ../../scheduler.js path.
repository-structure-phase-195-baseline-correction-636	2026-09-03T14:37:48.6783472+09:00	The scheduled scheduler baseline count must reflect the source suite accurately	Rechecked the source file and corrected the phase criteria and baseline metadata from five scenarios to the four actual scenario blocks	PASS	KEEP	The source contains four it blocks (retry, invalid persisted state, execution exception isolation, and tick recovery); the focused replacement also passed 4/4.
repository-structure-phase-195-focused-637	2026-09-03T14:38:42.4003488+09:00	Focused scheduled scheduler scenarios should execute unchanged after moving into focused modules	Moved retry/persisted state and exception/tick recovery scenarios into focused suites with corrected relative imports	PASS	KEEP	Focused scheduled scheduler suites passed 4/4; retry-state.test.ts 95/120, failure-recovery.test.ts 96/105; mixed original suite absent.
repository-structure-phase-195-final-638	2026-09-03T14:40:06.7094861+09:00	Scheduled scheduler tests should be organized by retry/persisted state behavior versus execution exception and tick recovery	Moved all four scheduled scheduler scenarios into two focused suites without changing production code or test bodies	PASS	KEEP	Focused scheduled scheduler tests 4/4; retry-state.test.ts 95/120, failure-recovery.test.ts 96/105; Core typecheck/tests/evaluation, document-engine 39/39, Desktop typecheck/build, architecture, and diff check PASS.
repository-structure-phase-196-baseline-639	2026-09-03T14:43:41.1783076+09:00	One-shot command tests should be organized by basic queue registration versus external-target selection and selected-target queueing	Measured one-shot.test.ts at 179 lines, confirmed focused one-shot modules were absent, and ran the frozen full evaluator before implementation	PASS	BASELINE	Existing one-shot service suite 3/3; Core typecheck/tests/evaluation, document-engine 39/39, Desktop typecheck/build, architecture check, and git diff --check PASS.
repository-structure-phase-196-focused-640	2026-09-03T14:45:34.4180712+09:00	Focused one-shot command scenarios should execute unchanged after moving into focused modules	Moved basic queue registration and external-target selection/selected-target queueing into focused suites	PASS	KEEP	Focused one-shot suites passed 3/3; queueing.test.ts 32/65, target-selection.test.ts 151/160; mixed original suite absent.
repository-structure-phase-196-final-641	2026-09-03T14:47:00.9577100+09:00	One-shot command tests should be organized by basic queue registration versus external-target selection and selected-target queueing	Moved all three one-shot scenarios into two focused suites without changing production code or test bodies	PASS	KEEP	Focused one-shot tests 3/3; queueing.test.ts 32/65, target-selection.test.ts 151/160; Core typecheck/tests/evaluation, document-engine 39/39, Desktop typecheck/build, architecture, and diff check PASS.
repository-structure-phase-197-baseline-642	2026-09-03T14:49:50.1196195+09:00	Webhook acceptance tests should be organized by request security/header handling versus delivery identity/path handling	Measured acceptance.test.ts at 176 lines, confirmed focused acceptance modules were absent, and ran the frozen full evaluator before implementation	PASS	BASELINE	Existing webhook acceptance suite 6/6; Core typecheck/tests/evaluation, document-engine 39/39, Desktop typecheck/build, architecture check, and git diff --check PASS.
repository-structure-phase-197-focused-643	2026-09-03T14:51:38.2783396+09:00	Focused webhook acceptance scenarios should execute unchanged after moving into focused modules	Moved request security/header and delivery identity/path scenarios into focused suites	PASS	KEEP	Focused webhook acceptance suites passed 6/6; security.test.ts 105/115, delivery.test.ts 83/95; mixed original suite absent.
repository-structure-phase-197-final-644	2026-09-03T14:53:01.9972708+09:00	Webhook acceptance tests should be organized by request security/header handling versus delivery identity/path handling	Moved all six webhook acceptance scenarios into two focused suites without changing production code or test bodies	PASS	KEEP	Focused webhook acceptance tests 6/6; security.test.ts 105/115, delivery.test.ts 83/95; Core typecheck/tests/evaluation, document-engine 39/39, Desktop typecheck/build, architecture, and diff check PASS.
repository-structure-phase-198-baseline-645	2026-09-03T14:56:51.7303581+09:00	CLI model tests should be organized by provider/model catalog, CLI JSON schema/parsing, and Codex CLI adapter behavior	Measured cli.test.ts at 176 lines, confirmed focused CLI model modules were absent, and ran the frozen full evaluator before implementation	PASS	BASELINE	Existing CLI model suite 17/17; Core typecheck/tests/evaluation, document-engine 39/39, Desktop typecheck/build, architecture check, and git diff --check PASS.
repository-structure-phase-198-focused-646	2026-09-03T14:58:36.4849719+09:00	Focused CLI model scenarios should execute unchanged after moving into focused modules	Moved provider/catalog, CLI JSON schema/parsing, and Codex adapter scenarios into focused suites	PASS	KEEP	Focused CLI model suites passed 17/17; config-catalog.test.ts 35/55, json.test.ts 101/110, adapter.test.ts 42/55; mixed original suite absent.
